球队,中文名,英文名,号码,位置,身高,体重,球龄,img_url
掘金,杰伦-皮克特,Jalen Pickett,24,后卫,188,92,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_杰伦-皮克特.png
掘金,特雷-亚历山大,Trey Alexander,23,后卫,193,84,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_特雷-亚历山大.png
掘金,贾马尔-穆雷,Jamal Murray,27,后卫,193,98,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_贾马尔-穆雷.png
掘金,齐克-纳吉,Zeke Nnaji,22,前锋/中锋,206,109,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_齐克-纳吉.png
掘金,尼古拉-约基奇,Nikola Joki?,15,中锋,211,129,9,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_尼古拉-约基奇.png
掘金,佩顿-沃特森,Peyton Watson,8,后卫,201,91,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_佩顿-沃特森.png
掘金,小迈克尔-波特,Michael Porter Jr.,1,前锋,208,99,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_小迈克尔-波特.png
掘金,斯宾塞-琼斯,Spencer Jones,21,前锋,201,102,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_斯宾塞-琼斯.png
掘金,克里斯蒂安-布劳恩,Christian Braun,-,后卫,198,100,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_克里斯蒂安-布劳恩.png
掘金,PJ-霍尔,PJ Hall,13,中锋,208,111,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/掘金_PJ-霍尔.png
快船,本-西蒙斯,Ben Simmons,25,后卫/前锋,208,109,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_本-西蒙斯.png
快船,小帕特里克-鲍德温,Patrick Baldwin Jr.,23,前锋,206,100,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_小帕特里克-鲍德温.png
快船,乔丹-米勒,Jordan Miller,11,后卫,196,88,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_乔丹-米勒.png
快船,克里斯-邓恩,Kris Dunn,8,后卫,191,93,8,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_克里斯-邓恩.png
快船,诺曼-鲍威尔,Norman Powell,24,后卫,193,98,9,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_诺曼-鲍威尔.png
快船,科怀-莱昂纳德,Kawhi Leonard,2,前锋,201,102,12,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_科怀-莱昂纳德.png
快船,德鲁-尤班克斯,Drew Eubanks,15,前锋/中锋,208,111,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_德鲁-尤班克斯.png
快船,博格丹-博格达诺维奇,Bogdan Bogdanovi?,10,后卫,196,102,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_博格丹-博格达诺维奇.png
快船,特伦汀-弗劳尔斯,Trentyn Flowers,9,前锋,206,84,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_特伦汀-弗劳尔斯.png
快船,尼古拉斯-巴图姆,Nicolas Batum,33,后卫/前锋,203,104,16,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_尼古拉斯-巴图姆.png
快船,科比-布朗,Kobe Brown,21,前锋,201,113,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_科比-布朗.png
快船,詹姆斯-哈登,James Harden,1,后卫,196,100,15,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_詹姆斯-哈登.png
快船,小德里克-琼斯,Derrick Jones Jr.,55,前锋,198,95,8,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_小德里克-琼斯.png
快船,帕蒂-米尔斯,Patty Mills,88,后卫,188,82,15,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_帕蒂-米尔斯.png
快船,伊维查-祖巴茨,Ivica Zubac,40,中锋,213,109,8,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_伊维查-祖巴茨.png
快船,塞思-伦迪,Seth Lundy,5,后卫/前锋,193,100,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_塞思-伦迪.png
快船,阿米尔-科菲,Amir Coffey,7,后卫/前锋,201,95,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/快船_阿米尔-科菲.png
森林狼,小特伦斯-香农,Terrence Shannon Jr.,00,后卫/前锋,198,98,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_小特伦斯-香农.png
森林狼,麦克-康利,Mike Conley,10,后卫,183,79,17,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_麦克-康利.png
森林狼,约什-米诺特,Josh Minott,8,前锋,203,93,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_约什-米诺特.png
森林狼,伦纳德-米勒,Leonard Miller,33,前锋,208,100,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_伦纳德-米勒.png
森林狼,纳肖恩-海兰德,Bones Hyland,77,后卫,188,77,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_纳肖恩-海兰德.png
森林狼,朱利叶斯-兰德尔,Julius Randle,30,前锋/中锋,206,113,10,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_朱利叶斯-兰德尔.png
森林狼,杰登-麦克丹尼尔斯,Jaden McDaniels,3,前锋,206,84,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_杰登-麦克丹尼尔斯.png
森林狼,杰伦-克拉克,Jaylen Clark,22,后卫,193,93,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_杰伦-克拉克.png
森林狼,英格尔斯,Joe Ingles,7,前锋/后卫,203,100,10,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_英格尔斯.png
森林狼,安东尼-爱德华兹,Anthony Edwards,5,后卫,193,102,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_安东尼-爱德华兹.png
森林狼,卢卡-加尔扎,Luka Garza,55,中锋,208,110,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_卢卡-加尔扎.png
森林狼,丹特-迪文琴佐,Donte DiVincenzo,-,后卫,193,92,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_丹特-迪文琴佐.png
森林狼,鲁迪-戈贝尔,Rudy Gobert,27,中锋,216,117,11,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_鲁迪-戈贝尔.png
森林狼,纳兹-里德,Naz Reid,11,中锋/前锋,206,120,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_纳兹-里德.png
森林狼,尼基尔-亚历山大-沃克,Nickeil Alexander-Walker,9,后卫,196,93,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_尼基尔-亚历山大-沃克.png
森林狼,罗布-迪林汉姆,Rob Dillingham,4,后卫,191,79,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_罗布-迪林汉姆.png
森林狼,杰西-爱德华兹,Jesse Edwards,14,中锋,213,107,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_杰西-爱德华兹.png
森林狼,特里斯滕-牛顿,Tristen Newton,13,后卫,196,86,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/森林狼_特里斯滕-牛顿.png
勇士,昆腾-波斯特,Quinten Post,21,中锋,213,108,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_昆腾-波斯特.png
勇士,斯蒂芬-库里,Stephen Curry,30,后卫,188,84,15,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_斯蒂芬-库里.png
勇士,德雷蒙德-格林,Draymond Green,23,前锋,198,104,12,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_德雷蒙德-格林.png
勇士,特雷斯-杰克逊-戴维斯,Trayce Jackson-Davis,32,前锋,206,111,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_特雷斯-杰克逊-戴维斯.png
勇士,布拉克斯顿-基,Braxton Key,12,前锋,203,102,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_布拉克斯顿-基.png
勇士,加里-佩顿二世,Gary Payton II,-,后卫,188,88,8,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_加里-佩顿二世.png
勇士,凯文-诺克斯二世,Kevin Knox II,31,前锋,203,98,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_凯文-诺克斯二世.png
勇士,布兰丁-波杰姆斯基,Brandin Podziemski,2,后卫,193,93,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_布兰丁-波杰姆斯基.png
勇士,凯文-卢尼,Kevon Looney,5,前锋,206,101,9,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_凯文-卢尼.png
勇士,摩西-穆迪,Moses Moody,4,后卫,196,96,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_摩西-穆迪.png
勇士,杰克逊-罗,Jackson Rowe,44,前锋,201,95,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_杰克逊-罗.png
勇士,吉米-巴特勒,Jimmy Butler III,10,前锋,201,104,13,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_吉米-巴特勒.png
勇士,乔纳森-库明加,Jonathan Kuminga,00,前锋,201,102,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_乔纳森-库明加.png
勇士,巴迪-希尔德,Buddy Hield,7,后卫,193,100,8,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_巴迪-希尔德.png
勇士,帕特-斯宾塞,Pat Spencer,61,后卫,191,93,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/勇士_帕特-斯宾塞.png
灰熊,小文斯-威廉姆斯,Vince Williams Jr.,5,后卫,193,93,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_小文斯-威廉姆斯.png
灰熊,马文-巴格利三世,Marvin Bagley III,35,前锋,208,107,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_马文-巴格利三世.png
灰熊,约翰-孔查尔,John Konchar,46,后卫,196,95,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_约翰-孔查尔.png
灰熊,GG-杰克逊,GG Jackson II,45,前锋,206,95,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_GG-杰克逊.png
灰熊,布兰登-克拉克,Brandon Clarke,15,前锋,203,98,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_布兰登-克拉克.png
灰熊,桑迪-阿尔达马,Santi Aldama,7,前锋/中锋,213,98,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_桑迪-阿尔达马.png
灰熊,河村勇辉,Yuki Kawamura,17,后卫,173,72,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_河村勇辉.png
灰熊,卢克-肯纳德,Luke Kennard,10,后卫,196,93,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_卢克-肯纳德.png
灰熊,珍恩-普林,Zyon Pullin,2,后卫,193,93,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_珍恩-普林.png
灰熊,德斯蒙德-贝恩,Desmond Bane,22,后卫,196,98,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_德斯蒙德-贝恩.png
灰熊,小斯科蒂-皮蓬,Scotty Pippen Jr.,1,后卫,185,77,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_小斯科蒂-皮蓬.png
灰熊,杰-赫夫,Jay Huff,30,中锋,216,109,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_杰-赫夫.png
灰熊,拉马尔·斯蒂文斯,Lamar Stevens,8,前锋,201,104,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_拉马尔·斯蒂文斯.png
灰熊,卡姆-斯潘塞,Cam Spencer,24,后卫,193,93,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_卡姆-斯潘塞.png
灰熊,贾-莫兰特,Ja Morant,12,后卫,188,79,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_贾-莫兰特.png
灰熊,杰伦-威尔斯,Jaylen Wells,-,前锋,203,-,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_杰伦-威尔斯.png
灰熊,扎克-伊迪,Zach Edey,14,中锋,224,138,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_扎克-伊迪.png
灰熊,小贾伦-杰克逊,Jaren Jackson Jr.,13,前锋/中锋,208,110,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/灰熊_小贾伦-杰克逊.png
国王,梅森-琼斯,Mason Jones,15,后卫,193,91,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_梅森-琼斯.png
国王,德文-卡特,Devin Carter,22,后卫,188,88,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_德文-卡特.png
国王,杰克-拉拉维亚,Jake LaRavia,33,前锋,201,107,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_杰克-拉拉维亚.png
国王,以赛亚-克劳福德,Isaiah Crawford,24,前锋,198,100,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_以赛亚-克劳福德.png
国王,基恩-埃利斯,Keon Ellis,23,后卫,193,79,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_基恩-埃利斯.png
国王,德玛尔-德罗赞,DeMar DeRozan,10,后卫/前锋,198,100,15,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_德玛尔-德罗赞.png
国王,道格-迈克德莫特,Doug McDermott,7,前锋,198,102,10,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_道格-迈克德莫特.png
国王,贾伊-克劳德,Jae Crowder,99,前锋,198,107,12,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_贾伊-克劳德.png
国王,基根-穆雷,Keegan Murray,13,前锋,203,102,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_基根-穆雷.png
国王,特雷-莱尔斯,Trey Lyles,41,前锋,206,106,9,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_特雷-莱尔斯.png
国王,马克尔-富尔茨,Markelle Fultz,20,后卫,193,95,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_马克尔-富尔茨.png
国王,马利克-蒙克,Malik Monk,-,后卫,191,91,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_马利克-蒙克.png
国王,多曼塔斯-萨博尼斯,Domantas Sabonis,11,前锋/中锋,208,109,8,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_多曼塔斯-萨博尼斯.png
国王,艾萨克-琼斯,Isaac Jones,3,前锋,206,111,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_艾萨克-琼斯.png
国王,扎克-拉文,Zach LaVine,8,后卫,196,91,10,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_扎克-拉文.png
国王,尤纳斯-瓦兰丘纳斯,Jonas Valan?iūnas,17,中锋,211,120,12,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_尤纳斯-瓦兰丘纳斯.png
国王,泰瑞-泰勒,Terry Taylor,54,-,193,104,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/国王_泰瑞-泰勒.png
独行侠,凯里-欧文,Kyrie Irving,11,后卫,188,88,13,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_凯里-欧文.png
独行侠,纳吉-马绍尔,Naji Marshall,13,前锋,198,100,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_纳吉-马绍尔.png
独行侠,布兰登-威廉姆斯,Brandon Williams,10,后卫,185,86,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_布兰登-威廉姆斯.png
独行侠,杰登-哈迪,Jaden Hardy,1,后卫,191,90,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_杰登-哈迪.png
独行侠,德怀特-鲍威尔,Dwight Powell,7,前锋/中锋,208,109,10,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_德怀特-鲍威尔.png
独行侠,PJ-华盛顿,P.J. Washington,25,前锋,198,104,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_PJ-华盛顿.png
独行侠,凯斯勒-爱德华兹,Kessler Edwards,20,前锋,201,92,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_凯斯勒-爱德华兹.png
独行侠,凯-琼斯,Kai Jones,23,中锋/前锋,211,100,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_凯-琼斯.png
独行侠,马克斯-克里斯蒂,Max Christie,00,后卫,196,86,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_马克斯-克里斯蒂.png
独行侠,丹尼尔-加福德,Daniel Gafford,21,前锋/中锋,208,120,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_丹尼尔-加福德.png
独行侠,斯宾瑟-丁威迪,Spencer Dinwiddie,26,后卫,196,98,10,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_斯宾瑟-丁威迪.png
独行侠,安东尼-戴维斯,Anthony Davis,3,前锋/中锋,208,115,12,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_安东尼-戴维斯.png
独行侠,丹特-埃克萨姆,Danté Exum,-,后卫,196,97,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_丹特-埃克萨姆.png
独行侠,凯莱布-马丁,Caleb Martin,16,前锋,196,93,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_凯莱布-马丁.png
独行侠,克莱-汤普森,Klay Thompson,31,后卫,196,100,11,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_克莱-汤普森.png
独行侠,奥利维耶-马克桑斯-普罗斯珀,Olivier-Maxence Prosper,8,前锋,201,104,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_奥利维耶-马克桑斯-普罗斯珀.png
独行侠,德雷克-莱夫利二世,Dereck Lively II,2,中锋,216,104,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/独行侠_德雷克-莱夫利二世.png
太阳,瓦西里耶-米西奇,Vasilije Mici?,18,后卫,191,85,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_瓦西里耶-米西奇.png
太阳,布拉德利-比尔,Bradley Beal,3,后卫,193,94,12,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_布拉德利-比尔.png
太阳,泰鲁斯-琼斯,Tyus Jones,21,后卫,185,89,9,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_泰鲁斯-琼斯.png
太阳,梅森-普拉姆利,Mason Plumlee,22,前锋/中锋,208,115,11,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_梅森-普拉姆利.png
太阳,格雷森-阿伦,Grayson Allen,8,后卫,193,90,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_格雷森-阿伦.png
太阳,科林-吉莱斯皮,Collin Gillespie,12,后卫,185,88,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_科林-吉莱斯皮.png
太阳,科迪-马丁,Cody Martin,17,前锋,198,93,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_科迪-马丁.png
太阳,泰泰-华盛顿,TyTy Washington Jr.,14,后卫,191,88,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_泰泰-华盛顿.png
太阳,达米安-李,Damion Lee,10,后卫/前锋,198,95,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_达米安-李.png
太阳,杰伦-布里奇斯,Jalen Bridges,15,前锋,203,102,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_杰伦-布里奇斯.png
太阳,凯文-杜兰特,Kevin Durant,35,前锋,211,109,16,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_凯文-杜兰特.png
太阳,德文-布克,Devin Booker,1,后卫,198,93,9,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_德文-布克.png
太阳,尼克·理查兹,Nick Richards,2,中锋,213,111,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_尼克·理查兹.png
太阳,波尔·波尔,Bol Bol,11,中锋/前锋,221,100,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_波尔·波尔.png
太阳,蒙特-莫里斯,Monté Morris,23,后卫,188,83,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_蒙特-莫里斯.png
太阳,奥索-伊戈达罗,Oso Ighodaro,4,前锋,213,107,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_奥索-伊戈达罗.png
太阳,瑞恩-邓恩,Ryan Dunn,-,前锋,203,98,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_瑞恩-邓恩.png
太阳,罗伊斯 奥尼尔,Royce O'Neale,00,前锋,198,102,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/太阳_罗伊斯 奥尼尔.png
开拓者,德安德烈-艾顿,Deandre Ayton,2,中锋,213,114,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_德安德烈-艾顿.png
开拓者,杰拉米-格兰特,Jerami Grant,9,前锋,201,95,10,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_杰拉米-格兰特.png
开拓者,图马尼-卡马拉,Toumani Camara,33,前锋,201,104,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_图马尼-卡马拉.png
开拓者,布莱斯-麦克格温斯,Bryce McGowens,11,后卫,198,86,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_布莱斯-麦克格温斯.png
开拓者,斯库特-亨德森,Scoot Henderson,00,后卫,191,93,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_斯库特-亨德森.png
开拓者,贾巴里-沃克,Jabari Walker,34,前锋,201,107,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_贾巴里-沃克.png
开拓者,克里斯-穆雷,Kris Murray,24,前锋,203,98,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_克里斯-穆雷.png
开拓者,达拉诺-班顿,Dalano Banton,5,前锋,203,92,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_达拉诺-班顿.png
开拓者,贾斯丁-米纳亚,Justin Minaya,10,前锋,196,93,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_贾斯丁-米纳亚.png
开拓者,罗伯特-威廉姆斯三世,Robert Williams III,35,中锋/前锋,206,113,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_罗伯特-威廉姆斯三世.png
开拓者,赛迪-西索科,Sidy Cissoko,25,后卫,198,91,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_赛迪-西索科.png
开拓者,德尼·阿弗迪亚,Deni Avdija,8,前锋,206,109,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_德尼·阿弗迪亚.png
开拓者,马提斯-赛布尔,Matisse Thybulle,4,后卫/前锋,196,91,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_马提斯-赛布尔.png
开拓者,杜普-瑞斯,Duop Reath,26,中锋,206,111,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_杜普-瑞斯.png
开拓者,拉扬-吕佩尔,Rayan Rupert,21,后卫/前锋,198,88,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_拉扬-吕佩尔.png
开拓者,安芬尼-西蒙斯,Anfernee Simons,1,后卫,191,91,6,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_安芬尼-西蒙斯.png
开拓者,谢登-夏普,Shaedon Sharpe,17,后卫,196,94,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/开拓者_谢登-夏普.png
马刺,朱利安-尚帕尼,Julian Champagnie,30,前锋,201,98,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_朱利安-尚帕尼.png
马刺,克里斯-保罗,Chris Paul,3,后卫,183,79,19,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_克里斯-保罗.png
马刺,大卫-杜克,David Duke Jr.,7,后卫,193,93,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_大卫-杜克.png
马刺,俾斯麦-比永博,Bismack Biyombo,15,中锋,203,116,13,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_俾斯麦-比永博.png
马刺,哈里森-巴恩斯,Harrison Barnes,40,前锋,203,102,12,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_哈里森-巴恩斯.png
马刺,查尔斯-巴锡,Charles Bassey,28,中锋/前锋,208,104,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_查尔斯-巴锡.png
马刺,乔丹-麦克劳克林,Jordan McLaughlin,11,后卫,183,84,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_乔丹-麦克劳克林.png
马刺,德文-瓦塞尔,Devin Vassell,24,后卫/前锋,196,91,4,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_德文-瓦塞尔.png
马刺,桑德罗-马穆凯拉什维利,Sandro Mamukelashvili,54,前锋/中锋,206,109,3,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_桑德罗-马穆凯拉什维利.png
马刺,斯蒂芬-卡斯尔,Stephon Castle,5,后卫,198,98,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_斯蒂芬-卡斯尔.png
马刺,克尔登·约翰逊,Keldon Johnson,-,前锋/后卫,196,100,5,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_克尔登·约翰逊.png
马刺,布雷克-韦斯利,Blake Wesley,14,后卫,191,84,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_布雷克-韦斯利.png
马刺,杰里米-索汉,Jeremy Sochan,10,前锋,203,104,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_杰里米-索汉.png
马刺,赖利-米尼克斯,Riley Minix,27,前锋,201,104,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_赖利-米尼克斯.png
马刺,哈里森-英格拉姆,Harrison Ingram,55,前锋,196,104,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_哈里森-英格拉姆.png
马刺,德阿龙-福克斯,De'Aaron Fox,4,后卫,191,84,7,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_德阿龙-福克斯.png
马刺,维克托-文班亚马,Victor Wembanyama,1,前锋/中锋,221,107,1,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_维克托-文班亚马.png
马刺,马拉基-布兰纳姆,Malaki Branham,22,前锋,193,82,2,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/马刺_马拉基-布兰纳姆.png
鹈鹕,小基恩-布鲁克斯,Keion Brooks Jr.,-,前锋,201,95,-,C:/Users/13630/Desktop/信息检索课程设计/nba_all_players/鹈鹕_小基恩-布鲁克斯.png
